ID,LayerName,Name,Type,Notes,Notes(NOHTML),ZIndex,LinkNotes,Link,Lat,Long
89,Self-Service Facilities,Haas Clubhouse,refill,"(By floor):
<br><b>Men's Locker –</b> Fountain in men's locker room to the right as you walk in","(By floor):
Men's Locker – Fountain in men's locker room to the right as you walk in",300,,,37.8724255,-122.2460239
90,Self-Service Facilities,Haas Pavillion,refill,"(By floor):
<br><b>B –</b> Push-button filler/fountain by room 77A
<br><b>1 –</b> Fountains by Brian & Jennifer Maxwell Center for Human Performance, Bank of West ATM, and room 121
<br><b>2 –</b> Fountains by women's restroom, men's restoom, section 17, and section 14-15","(By floor):
B – Push-button filler/fountain by room 77A
1 – Fountains by Brian & Jennifer Maxwell Center for Human Performance, Bank of West ATM, and room 121
2 – Fountains by women's restroom, men's restoom, section 17, and section 14-15",300,,,37.869187,-122.262193
91,Self-Service Facilities,Haas School of Business,refill,"(By floor):
<br><b>2 –</b> Gooseneck filler/fountains by Faculty Building, Student Services Building, Business Library, room F289, and restrooms
<br><b>3 –</b> Fountains by Student Services Building, Business Library, and elevators
<br><b>4 –</b> Gooseneck filler/fountain by Student Services Building restrooms
<br><b>5 –</b> Gooseneck filler/fountains by Student Services Building bridge","(By floor):
2 – Gooseneck filler/fountains by Faculty Building, Student Services Building, Business Library, room F289, and restrooms
3 – Fountains by Student Services Building, Business Library, and elevators
4 – Gooseneck filler/fountain by Student Services Building restrooms
5 – Gooseneck filler/fountains by Student Services Building bridge",300,,,37.871558,-122.2537809
92,Self-Service Facilities,Hargrove Music Library,refill,"(By floor):
<br><b>G –</b> Fountain by elevator
<br><b>1 –</b> Fountain by entrance to building
<br><b>2 –</b> Fountain by restrooms","(By floor):
G – Fountain by elevator
1 – Fountain by entrance to building
2 – Fountain by restrooms",300,,,37.8704442,-122.2561865
93,Self-Service Facilities,Haviland Hall,refill,"(By floor):
<br><b>1 –</b> Motion-sensor filler/fountain by main entrance
<br><b>2 –</b> Motion-sensor filler/fountain by main staircase","(By floor):
1 – Motion-sensor filler/fountain by main entrance
2 – Motion-sensor filler/fountain by main staircase",300,,,37.8737118,-122.2610484
94,Self-Service Facilities,Hearst Memorial Gymnasium,refill,"(By floor):
<br><b>1 –</b> Fountain by east entrance, women's locker room, shower room, and room 116, and motion-sensor filler/fountains by west entranc and Calveteran Service Center
<br><b>2 –</b> Gooseneck filler/fountains by rooms 212, 215, 237, 244, and trash cans, and fountain by 230 and pool entrance","(By floor):
1 – Fountain by east entrance, women's locker room, shower room, and room 116, and motion-sensor filler/fountains by west entranc and Calveteran Service Center
2 – Gooseneck filler/fountains by rooms 212, 215, 237, 244, and trash cans, and fountain by 230 and pool entrance",300,,,37.8695377,-122.256978
95,Self-Service Facilities,Hearst Memorial Mining Bldg,refill,"(By floor):
<br><b>2 –</b> Motion-sensor filler/fountain by elevator ","(By floor):
2 – Motion-sensor filler/fountain by elevator ",300,,,37.8744068,-122.2572355
96,Self-Service Facilities,Hellman Tennis Complex,refill,"(By floor):
<br><b>G –</b> Fountain by track","(By floor):
G – Fountain by track",300,,,37.8699713,-122.2651229
97,Self-Service Facilities,Hertz Hall,refill,"(By floor):
<br><b>1 –</b> Fountain by women’s restroom","(By floor):
1 – Fountain by women’s restroom",300,,,37.8710584,-122.2557289
98,Self-Service Facilities,Hesse Hall,refill,"(By floor):
<br><b>1 –</b> Hot/cold water dispenser by south end of building
<br><b>2 –</b> Fountain in hallway stairwell","(By floor):
1 – Hot/cold water dispenser by south end of building
2 – Fountain in hallway stairwell",300,,,37.8743128,-122.2593508
99,Self-Service Facilities,Hildebrand Hall,refill,"(By floor):
<br><b>B –</b> Fountains by breezeway restrooms, and rooms B78 and BG5
<br><b>D –</b> Fountains by rooms D54 and D82
<br><b>2 –</b> Motion-sensor filler/fountain by elevator
<br><b>3 –</b> Motion-sensor filler/fountain by room 304","(By floor):
B – Fountains by breezeway restrooms, and rooms B78 and BG5
D – Fountains by rooms D54 and D82
2 – Motion-sensor filler/fountain by elevator
3 – Motion-sensor filler/fountain by room 304",300,,,37.8725358,-122.2557257
100,Self-Service Facilities,Hilgard Hall,refill,"(By floor):
<br><b>B –</b> Fountain by elevator
<br><b>1 –</b> Fountain by elevator
<br><b>2 –</b> Fountain by elevator
<br><b>3 –</b> Fountain by elevator","(By floor):
B – Fountain by elevator
1 – Fountain by elevator
2 – Fountain by elevator
3 – Fountain by elevator",300,,,37.8733109,-122.2634045
101,Self-Service Facilities,Human Rights Center,refill,"(By floor):
<br><b>1 –</b> Fountain by stairway","(By floor):
1 – Fountain by stairway",300,,,37.8709993,-122.2530237
102,Self-Service Facilities,Jacobs Hall,refill,"(By floor):
<br><b>1 –</b> Motion-sensor filler/fountains by elevator, across from restrooms
<br><b>3 –</b> Motion-sensor filler/fountain by student lounge ","(By floor):
1 – Motion-sensor filler/fountains by elevator, across from restrooms
3 – Motion-sensor filler/fountain by student lounge ",300,,,37.8760227,-122.2588207
103,Self-Service Facilities,Jones Child Study Center,refill,"(By floor):
<br><b>1 –</b> Fountains by men's restroom and room 7","(By floor):
1 – Fountains by men's restroom and room 7",300,,,37.8657878,-122.2641178
104,Self-Service Facilities,Koret Visitor's Center,refill,"(By floor):
<br><b>1 –</b> Push-button filler/fountain by elevator","(By floor):
1 – Push-button filler/fountain by elevator",300,,,37.8708521,-122.2518083
105,Self-Service Facilities,Koshland Hall,refill,"(By floor):
<br><b>B –</b> Fountains by central stair, west stairs, and breakroom
<br><b>E –</b> Fountains by west and east stairs
<br><b>4 –</b> Fountain by east stairs","(By floor):
B – Fountains by central stair, west stairs, and breakroom
E – Fountains by west and east stairs
4 – Fountain by east stairs",300,,,37.8737143,-122.264834
106,Self-Service Facilities,Kroeber Hall,refill,"(By floor):
<br><b>1 –</b> Motion-sensor filler/fountain by right of entrance from stairs and vending machine
<br><b>2 –</b> Motion-sensor filler/fountains by Bancroft entrance and Hearst Museum Directors Office
<br><b>3 –</b> Fountains by elevator and women's restroom
<br><b>4 –</b> Fountain by elevator","(By floor):
1 – Motion-sensor filler/fountain by right of entrance from stairs and vending machine
2 – Motion-sensor filler/fountains by Bancroft entrance and Hearst Museum Directors Office
3 – Fountains by elevator and women's restroom
4 – Fountain by elevator",300,,,37.869853,-122.2551518
107,Self-Service Facilities,Latimer Hall,refill,"(By floor):
<br><b>B –</b> Fountain by central elevators
<br><b>1 –</b> Gooseneck filler/fountain by central stairwell
<br><b>2 –</b> Fountain by central stairwell
<br><b>3 –</b> Fountain by central stairwell and motion-sensor filler/fountain by elevators
<br><b>5 –</b> Gooseneck filler/fountain by central elevators
<br><b>6 –</b> Gooseneck filler/fountain by central elevators
<br><b>7 –</b> Fountain by central elevators
<br><b>8 –</b> Fountain by central elevators ","(By floor):
B – Fountain by central elevators
1 – Gooseneck filler/fountain by central stairwell
2 – Fountain by central stairwell
3 – Fountain by central stairwell and motion-sensor filler/fountain by elevators
5 – Gooseneck filler/fountain by central elevators
6 – Gooseneck filler/fountain by central elevators
7 – Fountain by central elevators
8 – Fountain by central elevators ",300,,,37.8731064,-122.2559915
108,Self-Service Facilities,Lawrence Hall of Science,refill,"(By floor):
<br><b>A –</b> Gooseneck filler/fountains right of Science on a Sphere exhibit, by outdoor park entrance 
<br><b>C –</b> Fountain by central stairs","(By floor):
A – Gooseneck filler/fountains right of Science on a Sphere exhibit, by outdoor park entrance 
C – Fountain by central stairs",300,,,37.879787,-122.2461845
109,Self-Service Facilities,Le Conte Hall,refill,"(By floor):
<br><b>G –</b> Gooseneck filler/fountain by Birge Hall exit and fountain by room 4
<br><b>1 –</b> Gooseneck filler/fountains by Birge Hall exit and restrooms 
<br><b>2 –</b> Fountains by west entrance, near northside exit
<br><b>3 –</b> Gooseneck filler/fountain by men's restroom","(By floor):
G – Gooseneck filler/fountain by Birge Hall exit and fountain by room 4
1 – Gooseneck filler/fountains by Birge Hall exit and restrooms 
2 – Fountains by west entrance, near northside exit
3 – Gooseneck filler/fountain by men's restroom",300,,,37.8726631,-122.2575264
110,Self-Service Facilities,Lewis Hall,refill,"(By floor):
<br><b>G –</b> Fountain by room 10 
<br><b>1 –</b> Fountains by elevator and room 20
<br><b>2 –</b> Motion-sensor filler/fountain by elevator and fountain in hall
<br><b>3 –</b> Motion-sensor filler/fountain by elevator
<br><b>4 –</b> Motion-sensor filler/fountain by elevator","(By floor):
G – Fountain by room 10 
1 – Fountains by elevator and room 20
2 – Motion-sensor filler/fountain by elevator and fountain in hall
3 – Motion-sensor filler/fountain by elevator
4 – Motion-sensor filler/fountain by elevator",300,,,37.8730663,-122.255193
111,Self-Service Facilities,Li Ka Shing,refill,"(By floor):
<br><b>1 –</b> Motion-sensor filler/fountain by restrooms
<br><b>2 –</b> Motion-sensor filler/fountain by restrooms ","(By floor):
1 – Motion-sensor filler/fountain by restrooms
2 – Motion-sensor filler/fountain by restrooms ",300,,,37.8731596,-122.2651666
112,Self-Service Facilities,Life Sciences Addition,refill,"(By floor):
<br><b>1 –</b> Gooseneck filler/fountain by north entrance and fountain by south lobby ","(By floor):
1 – Gooseneck filler/fountain by north entrance and fountain by south lobby ",300,,,37.8713948,-122.2632527
113,Self-Service Facilities,Main Stacks,refill,"(By floor):
<br><b>B –</b> Fountain by restrooms
<br><b>C –</b> Gooseneck filler/fountain by restrooms
<br><b>D –</b> Fountain by restrooms ","(By floor):
B – Fountain by restrooms
C – Gooseneck filler/fountain by restrooms
D – Fountain by restrooms ",300,,,37.872564,-122.259734
114,Self-Service Facilities,Mathematical Sciences Research Institute,refill,"(By floor):
<br><b>1 –</b> Motion-sensor filler/fountain by Simons Auditorium entrance
<br><b>2 –</b> Gooseneck filler/fountain by restrooms
<br><b>3 –</b> Fountain by restrooms","(By floor):
1 – Motion-sensor filler/fountain by Simons Auditorium entrance
2 – Gooseneck filler/fountain by restrooms
3 – Fountain by restrooms",300,,,37.8798329,-122.244342
115,Self-Service Facilities,Maximino Martinez Commons,refill,"(By floor):
<br><b>1 –</b> Fountains by Channing Way entrance and Haste Street entrance 
<br><b>3 –</b> Motion-sensor filler by elevator 2/room 2326
<br><b>4 –</b> Motion-sensor filler by room 426
<br><b>5 –</b> Motion-sensor filler by room 512
<br><b>6 –</b> Motion-sensor filler by room 620/Deodar Cedar Lounge","(By floor):
1 – Fountains by Channing Way entrance and Haste Street entrance 
3 – Motion-sensor filler by elevator 2/room 2326
4 – Motion-sensor filler by room 426
5 – Motion-sensor filler by room 512
6 – Motion-sensor filler by room 620/Deodar Cedar Lounge",300,,,37.8667623,-122.2576087
116,Self-Service Facilities,McCone Hall,refill,"(By floor):
<br><b>G –</b> Fountain by central elevators
<br><b>1 –</b> Fountain by central elevators
<br><b>2 –</b> Fountain by central elevators
<br><b>3 –</b> Fountain by central elevators
<br><b>4 –</b> Fountain by central elevators
<br><b>5 –</b> Motion-sensor filler/fountain by central elevators","(By floor):
G – Fountain by central elevators
1 – Fountain by central elevators
2 – Fountain by central elevators
3 – Fountain by central elevators
4 – Fountain by central elevators
5 – Motion-sensor filler/fountain by central elevators",300,,,37.8741759,-122.2596547
117,Self-Service Facilities,McLaughlin Hall,refill,"(By floor):
<br><b>1 –</b> Fountain in central hallway
<br><b>2 –</b> Fountain in central hallway
<br><b>3 –</b> Fountain in central hallway
<br><b>4 –</b> Fountain in central hallway","(By floor):
1 – Fountain in central hallway
2 – Fountain in central hallway
3 – Fountain in central hallway
4 – Fountain in central hallway",300,,,37.8738011,-122.2589949
118,Self-Service Facilities,Minor Hall,refill,"(By floor):
<br><b>1 –</b> Motion-sensor filler/fountain by east entrance
<br><b>3 –</b> Fountain by Southwest stairs
<br><b>4 –</b> Fountain by northwest stairs
<br><b>5 –</b> Fountain by Southwest stairs ","(By floor):
1 – Motion-sensor filler/fountain by east entrance
3 – Fountain by Southwest stairs
4 – Fountain by northwest stairs
5 – Fountain by Southwest stairs ",300,,,37.8714283,-122.2547013
119,Self-Service Facilities,Minor Hall Addition,refill,"(By floor):
<br><b>1 –</b> Fountain in Pediatric Clinic by central stairwell
<br><b>2 –</b> Fountains by Specialty Clinic F entrance and by front desk and restrooms
<br><b>3 –</b> Fountain by elevator
<br><b>4 –</b> Fountain by elevator
<br><b>5 –</b> Fountain by elevator","(By floor):
1 – Fountain in Pediatric Clinic by central stairwell
2 – Fountains by Specialty Clinic F entrance and by front desk and restrooms
3 – Fountain by elevator
4 – Fountain by elevator
5 – Fountain by elevator",300,,,37.8713112,-122.2551727
120,Self-Service Facilities,MLK Student Union,refill,"(By floor):
<br><b>B –</b> Fountains right of the elevators, across from restrooms, and room 61A
<br><b>1 –</b> Push-button filler/fountain by Student Store 
<br><b>2 –</b> Motion-sensor filler/fountain by restrooms/1951 Coffee
<br><b>3 –</b> Push-button filler/fountain right of Pauley ballroom
<br><b>4 –</b> Push-button filler/fountain right of elevator
<br><b>5 –</b> Fountain by Tilden Room","(By floor):
B – Fountains right of the elevators, across from restrooms, and room 61A
1 – Push-button filler/fountain by Student Store 
2 – Motion-sensor filler/fountain by restrooms/1951 Coffee
3 – Push-button filler/fountain right of Pauley ballroom
4 – Push-button filler/fountain right of elevator
5 – Fountain by Tilden Room",300,,,37.8692195,-122.2596727
121,Self-Service Facilities,Moffitt Library,refill,"(By floor):
<br><b>1 –</b> Fountain by elevators
<br><b>3 –</b> Fountain by women’s restroom, Moffitt Copy Center, and restrooms by Free Speech Movement Cafe
<br><b>4 –</b> Motion-sensor filler/fountains by restrooms
<br><b>5 –</b> Motion-sensor filler/fountain by restrooms ","(By floor):
1 – Fountain by elevators
3 – Fountain by women’s restroom, Moffitt Copy Center, and restrooms by Free Speech Movement Cafe
4 – Motion-sensor filler/fountains by restrooms
5 – Motion-sensor filler/fountain by restrooms ",300,,,37.872574,-122.260748
122,Self-Service Facilities,Morgan Hall,refill,"(By floor):
<br><b>B –</b> Fountain by west stairs
<br><b>1 –</b> Fountain by north elevator
<br><b>2 –</b> Fountain by west stairs
<br><b>3 –</b> Fountain by west stairs","(By floor):
B – Fountain by west stairs
1 – Fountain by north elevator
2 – Fountain by west stairs
3 – Fountain by west stairs",300,,,37.8733128,-122.2642654
123,Self-Service Facilities,Morrison Hall,refill,"(By floor):
<br><b>G –</b> Fountains by practice rooms hall and across from elevator
<br><b>1 –</b> Fountains by room 125 and east entrance
<br><b>2 –</b> Fountain by hallway elevator","(By floor):
G – Fountains by practice rooms hall and across from elevator
1 – Fountains by room 125 and east entrance
2 – Fountain by hallway elevator",300,,,37.870892,-122.2563905
124,Self-Service Facilities,Moses Hall,refill,"(By floor):
<br><b>1 –</b> Fountain by room 116
<br><b>2 –</b> Fountain by main entrance 
<br><b>3 –</b> Fountain by central stairwell","(By floor):
1 – Fountain by room 116
2 – Fountain by main entrance 
3 – Fountain by central stairwell",300,,,37.8710156,-122.2580873
125,Self-Service Facilities,Mulford Hall,refill,"(By floor):
<br><b>1 –</b> Fountains by women's restroom and west stairs and gooseneck filler/fountain by east elevator
<br><b>2 –</b> Fountains by northwest stairs and elevators
<br><b>3 –</b> Fountains by northwest stairs and elevators
<br><b>B –</b> Fountain by west entrance","(By floor):
1 – Fountains by women's restroom and west stairs and gooseneck filler/fountain by east elevator
2 – Fountains by northwest stairs and elevators
3 – Fountains by northwest stairs and elevators
B – Fountain by west entrance",300,,,37.8726315,-122.2644907
126,Self-Service Facilities,Natural Resources Laboratory,refill,"(By floor):
<br><b>1 –</b> Fountain by room 18","(By floor):
1 – Fountain by room 18",300,,,37.874789,-122.266905
127,Self-Service Facilities,North Gate Hall,refill,"(By floor):
<br><b>1 –</b> Hot/cold water dispenser by courtyard
<br><b>B –</b> Fountain by east entrance","(By floor):
1 – Hot/cold water dispenser by courtyard
B – Fountain by east entrance",300,,,37.8749998,-122.2596684
128,Self-Service Facilities,O'Brien Hall,refill,"(By floor):
<br><b>1 –</b> Fountain by elevator
<br><b>2 –</b> Fountain by elevator
<br><b>3 –</b> Fountain by elevator
<br><b>4 –</b> Fountain by elevator","(By floor):
1 – Fountain by elevator
2 – Fountain by elevator
3 – Fountain by elevator
4 – Fountain by elevator",300,,,37.8742817,-122.259062
129,Self-Service Facilities,Pimentel Hall,refill,"(By floor):
<br><b>1 –</b> Gooseneck filler/fountain in central hallway","(By floor):
1 – Gooseneck filler/fountain in central hallway",300,,,37.8734123,-122.2560176
130,Self-Service Facilities,Recreational Sports Facility,refill,"(By floor):
<br><b>LL –</b> Push-button filler/fountains by women's basketball locker room and in all-gender lockerroom, and motion-sensor filler/fountain by martial arts room, inside of field house, and weight room","(By floor):
LL – Push-button filler/fountains by women's basketball locker room and in all-gender lockerroom, and motion-sensor filler/fountain by martial arts room, inside of field house, and weight room",300,,,37.8685989,-122.262751
131,Self-Service Facilities,Saturdja Dai Hall,refill,"(By floor):
<br><b>1 –</b> Fountain by restrooms
<br><b>2 –</b> Motion-sensor filler/fountain by restrooms and fountain inside of Yali's Cafe by restrooms
<br><b>3 –</b> Motion-sensor filler/fountain by restrooms 
<br><b>6 –</b> Fountain by restrooms","(By floor):
1 – Fountain by restrooms
2 – Motion-sensor filler/fountain by restrooms and fountain inside of Yali's Cafe by restrooms
3 – Motion-sensor filler/fountain by restrooms 
6 – Fountain by restrooms",300,,,37.8750339,-122.2582841
132,Self-Service Facilities,Simon Hall,refill,"(By floor):
<br><b>4 –</b> Fountain by restroom
<br><b>5 –</b> Fountain by restroom","(By floor):
4 – Fountain by restroom
5 – Fountain by restroom",300,,,37.8699767,-122.2532914
133,Self-Service Facilities,Soda Hall,refill,"(By floor):
<br><b>1 –</b> Fountain by elevators
<br><b>2 –</b> Gooseneck filler/fountain by elevators
<br><b>3 –</b> Fountain in south hallway and gooseneck filler/fountains in central hallway by restrooms and in north hallway
<br><b>4 –</b> Gooseneck filler/fountains in south hallway and in central hallway by restrooms
<br><b>5 –</b> Fountain by men's restroom
<br><b>6 –</b> Fountains by men's restroom, women's restroom, and room 1","(By floor):
1 – Fountain by elevators
2 – Gooseneck filler/fountain by elevators
3 – Fountain in south hallway and gooseneck filler/fountains in central hallway by restrooms and in north hallway
4 – Gooseneck filler/fountains in south hallway and in central hallway by restrooms
5 – Fountain by men's restroom
6 – Fountains by men's restroom, women's restroom, and room 1",300,,,37.8755939,-122.2587865
134,Self-Service Facilities,South Hall,refill,"(By floor):
<br><b>1 –</b> Fountain by elevator
<br><b>2 –</b> Fountain by elevator
<br><b>3 –</b> Fountain by elevator and hot/cold water dispenser left of elevator","(By floor):
1 – Fountain by elevator
2 – Fountain by elevator
3 – Fountain by elevator and hot/cold water dispenser left of elevator",300,,,37.8714319,-122.2584987
135,Self-Service Facilities,Space Sciences Laboratory,refill,"(By floor):
<br><b>1 –</b> Fountains by central lobby and at end of rear hallway
<br><b>2 –</b> Gooseneck filler/fountain by main entrance and fountain by end of rear hallway
<br><b>3 –</b> Fountains by central lobby and at end of rear hallway
<br><b>B –</b> Fountain by room B25","(By floor):
1 – Fountains by central lobby and at end of rear hallway
2 – Gooseneck filler/fountain by main entrance and fountain by end of rear hallway
3 – Fountains by central lobby and at end of rear hallway
B – Fountain by room B25",300,,,37.8805941,-122.2447959
136,Self-Service Facilities,Space Sciences Laboratory Addition,refill,"(By floor):
<br><b>1 –</b> Fountain by men's restroom
<br><b>2 –</b> Fountain by men's restroom","(By floor):
1 – Fountain by men's restroom
2 – Fountain by men's restroom",300,,,37.880669,-122.243817
137,Self-Service Facilities,Sproul Hall,refill,"(By floor):
<br><b>B –</b> Fountains in UCPD waiting room and by men's restroom
<br><b>1 –</b> Motion-sensor filler/fountain by stairs and gooseneck filler/fountain by northeast stairs
<br><b>2 –</b> Fountain by southeast stairs
<br><b>3 –</b> Fountain by exit door and motion-sensor filler/fountain by elevator 
<br><b>4 –</b> Fountain by exit stair case ","(By floor):
B – Fountains in UCPD waiting room and by men's restroom
1 – Motion-sensor filler/fountain by stairs and gooseneck filler/fountain by northeast stairs
2 – Fountain by southeast stairs
3 – Fountain by exit door and motion-sensor filler/fountain by elevator 
4 – Fountain by exit stair case ",300,,,37.869565,-122.2587865
138,Self-Service Facilities,Stanley Hall,refill,"(By floor):
<br><b>B1 –</b> Motion-sensor filler/fountain by men's restroom
<br><b>B2 –</b> Fountain by south elevators 
<br><b>B3 –</b> Fountain by south elevators 
<br><b>1 –</b> Motion-sensor filler/fountain by south elevators and fountain in north hallway by restrooms
<br><b>2 –</b> Fountains by central stairwell and east hallway, and motion-sensor filler in east hallway
<br><b>3 –</b> Motion-sensor filler in north hallway and fountain in west hallway
<br><b>4 –</b> Fountains in north hallway and by elevators, and motion-sensor filler in north hallway
<br><b>5 –</b> Fountain by south hallway and motion-sensor filler by north hallway 
<br><b>6 –</b> Fountain by south elevators and motion-sensor filler by north elevators
<br><b>7 –</b> Fountain by south elevators","(By floor):
B1 – Motion-sensor filler/fountain by men's restroom
B2 – Fountain by south elevators 
B3 – Fountain by south elevators 
1 – Motion-sensor filler/fountain by south elevators and fountain in north hallway by restrooms
2 – Fountains by central stairwell and east hallway, and motion-sensor filler in east hallway
3 – Motion-sensor filler in north hallway and fountain in west hallway
4 – Fountains in north hallway and by elevators, and motion-sensor filler in north hallway
5 – Fountain by south hallway and motion-sensor filler by north hallway 
6 – Fountain by south elevators and motion-sensor filler by north elevators
7 – Fountain by south elevators",300,,,37.8738194,-122.2564463
139,Self-Service Facilities,Stephens Hall,refill,"(By floor):
<br><b>1 –</b> Fountain by library restrooms 
<br><b>2 –</b> Hot/cold water dispenser by elevators ","(By floor):
1 – Fountain by library restrooms 
2 – Hot/cold water dispenser by elevators ",300,,,37.8713614,-122.2575925
140,Self-Service Facilities,Tan Hall,refill,"(By floor):
<br><b>B –</b> Fountain by central stairs
<br><b>D –</b> Fountain by central stairs
<br><b>1 –</b> Gooseneck filler/fountain by room 180
<br><b>2 –</b> Fountain by central stairwell
<br><b>3 –</b> Fountain by central stairwell
<br><b>4 –</b> Fountain by central stairwell
<br><b>5 –</b> Motion-sensor filler/fountain by central stairwell
<br><b>6 –</b> Fountain by central stairwell","(By floor):
B – Fountain by central stairs
D – Fountain by central stairs
1 – Gooseneck filler/fountain by room 180
2 – Fountain by central stairwell
3 – Fountain by central stairwell
4 – Fountain by central stairwell
5 – Motion-sensor filler/fountain by central stairwell
6 – Fountain by central stairwell",300,,,37.8732811,-122.256512
141,Self-Service Facilities,Tang Center,refill,"(By floor):
<br><b>1 –</b> Motion-sensor filler/fountain by restrooms
<br><b>2 –</b> Motion-sensor filler/fountains in hallway, by restrooms, and by elevator/south stairs
<br><b>3 –</b> Motion-sensor filler/fountain in hallway, by restrooms, elevator/south stairs","(By floor):
1 – Motion-sensor filler/fountain by restrooms
2 – Motion-sensor filler/fountains in hallway, by restrooms, and by elevator/south stairs
3 – Motion-sensor filler/fountain in hallway, by restrooms, elevator/south stairs",300,,,37.8676679,-122.2642858
142,Self-Service Facilities,UC Berkeley Career Center,refill,"(By floor):
<br><b>2 –</b> Fountains by women’s bathroom, left of entrance, and Hot/Cold water dispenser by conference room
<br><b>3 –</b> Fountains by women’s restroom, left of entrance","(By floor):
2 – Fountains by women’s bathroom, left of entrance, and Hot/Cold water dispenser by conference room
3 – Fountains by women’s restroom, left of entrance",300,,,37.8684538,-122.2603374
143,Self-Service Facilities,UC Berkeley Extension,refill,"(By floor):
<br><b>2 –</b> Fountain by room 2993
<br><b>3 –</b> Fountain by restrooms near Parking and Transportation
<br><b>4 –</b> Fountains by restrooms, room 410, and right of elevator
<br><b>5 –</b> Fountains by restrooms, room 540, and left of elevator","(By floor):
2 – Fountain by room 2993
3 – Fountain by restrooms near Parking and Transportation
4 – Fountains by restrooms, room 410, and right of elevator
5 – Fountains by restrooms, room 540, and left of elevator",300,,,37.87207,-122.271038
144,Self-Service Facilities,Unit 1 Central Building,refill,"(By floor):
<br><b>1 –</b> Motion-sensor filler/fountain by exercise room","(By floor):
1 – Motion-sensor filler/fountain by exercise room",300,,,37.867817,-122.255084
145,Self-Service Facilities,Unit 1 Cheney,refill,"(By floor):
<br><b>G –</b> Motion-sensor filler/fountain by ground floor lobby
<br><b>1 –</b> Fountain by restroom
<br><b>2 –</b> Fountain at end of hallway 
<br><b>3 –</b> Fountain by restroom
<br><b>4 –</b> Fountain at end of hallway
<br><b>5 –</b> Fountain by restroom
<br><b>6 –</b> Fountain at end of hallway
<br><b>7 –</b> Fountain by restroom
<br><b>8 –</b> Fountain at end of hallway","(By floor):
G – Motion-sensor filler/fountain by ground floor lobby
1 – Fountain by restroom
2 – Fountain at end of hallway 
3 – Fountain by restroom
4 – Fountain at end of hallway
5 – Fountain by restroom
6 – Fountain at end of hallway
7 – Fountain by restroom
8 – Fountain at end of hallway",300,,,37.868063,-122.255653
146,Self-Service Facilities,Unit 1 Christian,refill,"(By floor):
<br><b>G –</b> Motion-sensor filler/fountain by kitchenette ","(By floor):
G – Motion-sensor filler/fountain by kitchenette ",300,,,37.868117,-122.255021
147,Self-Service Facilities,Unit 1 Deutsch,refill,"(By floor):
<br><b>G –</b> Motion-sensor filler/fountain in ground floor lobby
<br><b>1 –</b> Fountain by restroom
<br><b>2 –</b> Fountain by elevator
<br><b>3 –</b> Fountain by restroom
<br><b>4 –</b> Fountain by elevator
<br><b>5 –</b> Fountain by restroom
<br><b>6 –</b> Fountain by elevator 
<br><b>7 –</b> Fountain by restroom
<br><b>8 –</b> Fountain by elevator ","(By floor):
G – Motion-sensor filler/fountain in ground floor lobby
1 – Fountain by restroom
2 – Fountain by elevator
3 – Fountain by restroom
4 – Fountain by elevator
5 – Fountain by restroom
6 – Fountain by elevator 
7 – Fountain by restroom
8 – Fountain by elevator ",300,,,37.867604,-122.255761
148,Self-Service Facilities,Unit 1 Freeborn,refill,"(By floor):
<br><b>G –</b> Motion-sensor filler/fountain in ground floor lobby
<br><b>1 –</b> Fountain by restroom
<br><b>2 –</b> Fountain at end of hallway
<br><b>3 –</b> Fountain by restroom
<br><b>4 –</b> Fountain at end of hallway 
<br><b>5 –</b> Fountain by restroom
<br><b>6 –</b> Fountain at end of hallway
<br><b>7 –</b> Fountain by elevator
<br><b>8 –</b> Fountain at end of hallway","(By floor):
G – Motion-sensor filler/fountain in ground floor lobby
1 – Fountain by restroom
2 – Fountain at end of hallway
3 – Fountain by restroom
4 – Fountain at end of hallway 
5 – Fountain by restroom
6 – Fountain at end of hallway
7 – Fountain by elevator
8 – Fountain at end of hallway",300,,,37.868035,-122.254568
149,Self-Service Facilities,Unit 1 Putnam,refill,"(By floor):
<br><b>G –</b> Motion-sensor filler/fountain in ground floor lobby 
<br><b>1 –</b> Fountain by restroom
<br><b>2 –</b> Fountain at end of hallway
<br><b>3 –</b> Fountain by restroom
<br><b>4 –</b> Fountain at end of hallway 
<br><b>5 –</b> Fountain by restroom
<br><b>6 –</b> Fountain at end of hallway
<br><b>7 –</b> Fountain by restroom
<br><b>8 –</b> Fountain at end of hallway ","(By floor):
G – Motion-sensor filler/fountain in ground floor lobby 
1 – Fountain by restroom
2 – Fountain at end of hallway
3 – Fountain by restroom
4 – Fountain at end of hallway 
5 – Fountain by restroom
6 – Fountain at end of hallway
7 – Fountain by restroom
8 – Fountain at end of hallway ",300,,,37.867572,-122.254629
150,Self-Service Facilities,Unit 1 Slottman,refill,"(By floor):
<br><b>L –</b> Fountain by restrooms","(By floor):
L – Fountain by restrooms",300,,,37.8675717,-122.2552284
151,Self-Service Facilities,Unit 2 Central Building,refill,"(By floor):
<br><b>L –</b> Fountains by mailroom near restrooms and motion-sensor filler/fountain by exercise room","(By floor):
L – Fountains by mailroom near restrooms and motion-sensor filler/fountain by exercise room",300,,,37.866078,-122.254722
